,Player,Year,InjuryFactor,RushEfficiency,RecEfficiency,TotTD,PPR,NextPPR
1556,Delanie Walker,2018,2.125,0.0,29.714285714285715,0,9.2,54.5
1573,Demetrius Harris,2014,11.5,0.0,12.0,0,5.0,20.4
1574,Demetrius Harris,2015,24.0,0.0,47.09090909090909,1,20.4,43.3
1575,Demetrius Harris,2016,25.0,0.0,67.45161290322581,2,43.3,46.4
1576,Demetrius Harris,2017,26.0,0.0,115.2,1,46.4,46.4
1577,Demetrius Harris,2018,25.3125,0.0,78.72,3,46.4,49.9
1578,Demetrius Harris,2019,26.25,0.0,82.77777777777777,3,49.9,11.5
1579,Demetrius Harris,2020,27.1875,0.0,22.5,0,11.5,4.0
1586,Dennis Pitta,2013,7.0,0.0,102.42424242424242,1,42.9,28.5
1587,Dennis Pitta,2014,5.4375,0.0,95.23809523809524,0,28.5,168.9
1594,Deon Yelder,2018,4.3125,0.0,0.0,0,0.0,8.0
1595,Deon Yelder,2019,13.5,0.0,37.5,0,8.0,10.6
1596,Deon Yelder,2020,21.875,0.0,22.90909090909091,0,10.6,1.0
1624,Derek Carrier,2013,7.1875,0.0,0.0,0,0.0,19.7
1625,Derek Carrier,2014,16.5,2.0,67.5,0,19.7,37.1
1626,Derek Carrier,2015,18.75,0.0,108.95454545454545,1,37.1,3.0
1627,Derek Carrier,2016,13.0,0.0,10.0,0,3.0,15.1
1628,Derek Carrier,2017,23.625,0.0,51.63636363636363,0,15.1,19.7
1629,Derek Carrier,2018,28.0,0.0,39.083333333333336,1,19.7,32.5
1630,Derek Carrier,2019,29.0,27.0,73.89473684210526,1,32.5,2.4
1631,Derek Carrier,2020,30.0,0.0,14.0,0,2.4,3.3
1665,Devin Asiasi,2020,12.9375,0.0,11.142857142857142,1,11.9,0.0
1666,Devin Asiasi,2021,1.411764705882353,0.0,0.0,0,0.0,2.5
1723,Dion Sims,2013,20.625,0.0,19.2,1,15.2,64.4
1724,Dion Sims,2014,20.125,0.0,189.33333333333334,2,64.4,34.7
1725,Dion Sims,2015,19.5,0.0,91.44,1,34.7,75.6
1726,Dion Sims,2016,21.875,0.0,190.17142857142858,4,75.6,39.0
1727,Dion Sims,2017,22.75,0.0,93.10344827586206,1,39.0,2.9
1735,Dominique Dafney,2020,7.1875,0.0,26.0,1,10.6,5.4
1736,Dominique Jones,2013,13.0,0.0,22.666666666666668,0,5.4,0.0
1737,Dominique Jones,2014,1.6875,0.0,0.0,0,0.0,19.1
1740,Donald Parham,2020,18.6875,0.0,79.5,3,43.9,59.0
1741,Donald Parham,2021,19.764705882352942,0.0,140.74074074074073,3,59.0,29.0
1742,Donald Parham,2022,8.823529411764707,0.0,108.33333333333333,1,29.0,79.5
1743,Donald Parham,2023,21.41176470588235,0.0,187.6829268292683,4,79.5,
1793,Drew Sample,2019,12.9375,0.0,25.0,0,8.0,78.9
1794,Drew Sample,2020,24.0,0.0,263.39622641509436,1,78.9,19.1
1795,Drew Sample,2021,25.0,0.0,59.4,0,19.1,1.8
1796,Drew Sample,2022,3.0588235294117645,0.0,-2.0,0,1.8,50.3
1797,Drew Sample,2023,27.0,0.0,132.8148148148148,2,50.3,
1812,Durham Smythe,2018,21.5625,0.0,27.272727272727273,0,11.0,13.5
1813,Durham Smythe,2019,24.0,0.0,32.5,0,13.5,58.8
1814,Durham Smythe,2020,23.4375,0.0,186.48275862068965,2,58.8,70.0
1815,Durham Smythe,2021,26.0,1.5,296.0487804878049,0,70.0,40.0
1816,Durham Smythe,2022,25.41176470588235,0.5,96.75,2,40.0,71.6
1817,Durham Smythe,2023,26.352941176470587,0.0,297.90697674418607,0,71.6,
1818,Dwayne Allen,2013,1.4375,0.0,10.0,1,9.0,116.5
1819,Dwayne Allen,2014,19.5,0.0,229.1,8,116.5,33.0
1820,Dwayne Allen,2015,20.3125,1.0,60.13793103448276,1,33.0,113.6
1821,Dwayne Allen,2016,22.75,0.0,273.2692307692308,6,113.6,24.6
1822,Dwayne Allen,2017,27.0,0.0,39.09090909090909,1,24.6,5.7
1853,Ed Dickson,2013,26.0,0.0,158.72093023255815,1,58.3,27.5
1854,Ed Dickson,2014,27.0,0.0,67.6470588235294,1,27.5,47.1
1855,Ed Dickson,2015,28.0,0.0,79.11538461538461,3,47.1,29.4
1856,Ed Dickson,2016,29.0,0.0,70.52631578947368,1,29.4,79.7
1857,Ed Dickson,2017,30.0,0.0,273.125,1,79.7,45.2
1877,Elijah Higgins,2023,14.882352941176471,0.0,120.10526315789474,1,36.3,
1909,Eric Ebron,2014,17.0625,0.0,131.91489361702128,1,55.8,130.7
1910,Eric Ebron,2015,19.25,0.0,360.5571428571429,5,130.7,144.2
1911,Eric Ebron,2016,18.6875,1.0,510.2470588235294,2,144.2,132.4
1912,Eric Ebron,2017,24.0,0.0,353.74418604651163,4,132.4,222.2
1913,Eric Ebron,2018,25.0,-2.6666666666666665,450.0,14,222.2,86.5
1914,Eric Ebron,2019,17.875,0.0,223.55769230769232,3,86.5,141.8
1915,Eric Ebron,2020,25.3125,0.0,343.38461538461536,5,141.8,32.5
1917,Eric Saubert,2017,20.125,0.0,0.0,0,0.0,9.8
1918,Eric Saubert,2018,24.0,0.0,26.666666666666668,0,9.8,4.1
1919,Eric Saubert,2019,3.125,0.0,14.0,0,4.1,4.6
1920,Eric Saubert,2020,13.0,0.0,12.0,0,4.6,18.7
1921,Eric Saubert,2021,27.0,0.0,31.333333333333332,1,18.7,35.8
1922,Eric Saubert,2022,28.0,0.0,92.5,1,35.8,4.2
1923,Eric Saubert,2023,17.058823529411764,0.0,12.0,0,4.2,
1924,Eric Tomlinson,2016,10.5,0.0,0.0,0,0.0,26.1
1925,Eric Tomlinson,2017,21.875,0.0,88.0,1,26.1,15.2
1926,Eric Tomlinson,2018,24.375,0.0,41.142857142857146,0,15.2,1.1
1927,Eric Tomlinson,2019,13.5,0.0,1.0,0,1.1,0.0
1928,Eric Tomlinson,2020,12.25,0.0,0.0,0,0.0,1.7
1929,Eric Tomlinson,2021,29.0,0.0,7.0,0,1.7,28.9
1937,Erik Swoope,2015,1.4375,0.0,0.0,0,0.0,50.7
1938,Erik Swoope,2016,24.0,0.0,202.5,1,50.7,34.7
1941,Evan Baylis,2017,1.5,0.0,0.0,0,0.0,0.0
1942,Evan Baylis,2019,8.125,0.0,0.0,0,0.0,0.0
1943,Evan Engram,2017,21.5625,14.0,401.8086956521739,6,173.6,126.3
1944,Evan Engram,2018,16.5,12.0,405.703125,3,126.3,109.4
1945,Evan Engram,2019,12.5,2.3333333333333335,302.1764705882353,3,109.4,141.0
1946,Evan Engram,2020,26.0,4.333333333333333,378.0,2,141.0,102.5
1947,Evan Engram,2021,23.823529411764707,-3.0,257.09589041095893,3,102.5,176.9
1948,Evan Engram,2022,28.0,6.5,570.5918367346939,4,176.9,230.3
1949,Evan Engram,2023,29.0,0.0,767.7062937062936,4,230.3,
1951,Evan Rodriguez,2013,10.9375,0.0,0.0,0,0.0,0.0
1960,Feleipe Franks,2021,12.705882352941176,2.0,0.0,0,-1.4,0.0
1964,Foster Moreau,2019,17.875,0.0,146.16,5,68.4,33.0
1965,Foster Moreau,2020,23.0,0.0,108.88888888888889,2,33.0,85.3
1966,Foster Moreau,2021,24.0,0.0,254.3181818181818,3,85.3,85.2
1967,Foster Moreau,2022,22.058823529411764,0.0,256.6666666666667,2,85.2,46.3
1968,Foster Moreau,2023,22.941176470588236,0.0,162.12,1,46.3,
1993,Gabe Holmes,2017,3.25,0.0,0.0,0,0.0,0.0
2004,Garrett Celek,2013,18.75,0.0,19.0,0,5.8,7.3
2005,Garrett Celek,2014,4.875,0.0,53.0,0,7.3,55.6
2006,Garrett Celek,2015,18.5625,0.0,126.21428571428571,3,55.6,80.0
2007,Garrett Celek,2016,28.0,0.0,203.0,3,80.0,78.6
2008,Garrett Celek,2017,29.0,0.0,213.8181818181818,4,78.6,26.0
2009,Garrett Celek,2018,28.125,0.0,56.25,2,26.0,0.0
2010,Garrett Dickerson,2018,5.75,0.0,0.0,0,0.0,0.0
2016,Garrett Griffin,2017,4.3125,0.0,4.0,0,1.4,0.0
2017,Garrett Griffin,2018,0.0,0.0,0.0,0,0.0,0.0
2018,Garrett Griffin,2020,6.5,0.0,0.0,0,0.0,7.9
2019,Garrett Griffin,2021,20.647058823529413,0.0,39.0,0,7.9,0.0
2022,Gary Barnidge,2013,28.0,0.0,91.72222222222223,2,37.7,28.6
2023,Gary Barnidge,2014,23.5625,0.0,81.12,0,28.6,237.3
2024,Gary Barnidge,2015,30.0,0.0,659.176,9,237.3,130.2
2028,Gavin Escobar,2013,22.0,0.0,80.4,2,34.4,43.5
2029,Gavin Escobar,2014,23.0,0.0,72.6923076923077,4,43.5,18.4
2030,Gavin Escobar,2015,21.0,0.0,39.38461538461539,1,18.4,13.0
2031,Gavin Escobar,2016,25.0,0.0,17.142857142857142,1,13.0,0.0
2044,Geoff Swaim,2015,5.5,0.0,0.0,0,1.0,12.9
2045,Geoff Swaim,2016,12.9375,0.0,51.75,0,12.9,4.5
2046,Geoff Swaim,2017,22.5,0.0,25.0,0,4.5,56.2
2047,Geoff Swaim,2018,14.0625,0.0,196.625,1,56.2,19.5
2048,Geoff Swaim,2019,9.75,0.0,49.705882352941174,0,19.5,23.3
2049,Geoff Swaim,2020,16.875,0.0,62.25,1,23.3,70.0
2050,Geoff Swaim,2021,26.352941176470587,0.0,162.75,3,70.0,23.8
2051,Geoff Swaim,2022,29.0,0.0,43.5,1,23.8,19.4
2052,Geoff Swaim,2023,24.705882352941178,0.0,85.45454545454545,0,19.4,
2054,George Kittle,2017,22.5,0.0,351.5079365079365,2,106.5,258.7
2055,George Kittle,2018,25.0,10.0,891.0,5,258.7,222.5
2056,George Kittle,2019,22.75,4.4,836.4953271028037,5,222.5,125.1
2057,George Kittle,2020,13.5,8.5,483.04761904761904,2,125.1,198.0
2058,George Kittle,2021,23.058823529411764,6.666666666666667,687.3404255319149,6,198.0,200.5
2059,George Kittle,2022,25.58823529411765,0.0,533.7209302325581,11,200.5,203.2
2060,George Kittle,2023,28.235294117647058,2.0,736.6666666666666,6,203.2,
2064,Gerald Everett,2017,23.0,13.0,122.0,2,51.7,86.6
2065,Gerald Everett,2018,24.0,8.0,211.2,3,86.6,89.8
2066,Gerald Everett,2019,20.3125,0.0,251.6,2,89.8,92.9
2067,Gerald Everett,2020,26.0,2.0,275.758064516129,2,92.9,117.8
2068,Gerald Everett,2021,23.823529411764707,6.666666666666667,364.1904761904762,4,117.8,139.5
2069,Gerald Everett,2022,26.352941176470587,0.0,370.0,4,139.5,111.1
2070,Gerald Everett,2023,25.58823529411765,3.3333333333333335,299.4428571428571,3,111.1,
2102,Grant Calcaterra,2022,21.176470588235293,0.0,45.0,0,13.1,7.9
2103,Grant Calcaterra,2023,22.058823529411764,0.0,39.0,0,7.9,
2108,Greg Dulcich,2022,12.941176470588236,0.0,246.6,2,86.1,5.5
2109,Greg Dulcich,2023,2.7058823529411766,0.0,18.75,0,5.5,
2113,Greg Olsen,2013,28.0,0.0,536.6486486486486,6,190.6,220.8
2114,Greg Olsen,2014,29.0,0.0,688.390243902439,6,220.8,227.4
2115,Greg Olsen,2015,30.0,0.0,685.5483870967741,7,227.4,207.3
2116,Greg Olsen,2016,31.0,0.0,665.4263565891473,3,207.3,42.1
2117,Greg Olsen,2017,14.0,0.0,85.44736842105263,1,42.1,80.1
2118,Greg Olsen,2018,18.5625,0.0,206.76315789473685,4,80.1,123.7
2119,Greg Olsen,2019,29.75,0.0,378.5853658536585,2,123.7,53.9
2141,Hakeem Valles,2016,16.5,0.0,0.0,0,0.0,0.0
2142,Hakeem Valles,2017,1.5625,0.0,0.0,0,0.0,3.1
2143,Hale Hentges,2019,15.8125,0.0,58.857142857142854,1,24.3,0.0
2144,Harrison Bryant,2020,20.625,0.0,150.31578947368422,3,61.8,62.3
2145,Harrison Bryant,2021,21.647058823529413,0.0,174.75,3,62.3,61.7
2146,Harrison Bryant,2022,24.0,8.0,176.4047619047619,1,61.7,37.9
2147,Harrison Bryant,2023,25.0,1.6,52.65,3,37.9,
2152,Hayden Hurst,2018,18.75,0.0,92.1304347826087,1,35.3,76.9
2153,Hayden Hurst,2019,26.0,0.0,268.46153846153845,2,76.9,149.1
2154,Hayden Hurst,2020,27.0,0.0,363.3636363636364,6,149.1,64.1
2155,Hayden Hurst,2021,21.41176470588235,0.0,185.3548387096774,3,64.1,105.4
2156,Hayden Hurst,2022,22.176470588235293,0.0,316.5882352941176,2,105.4,42.4
2157,Hayden Hurst,2023,15.882352941176471,0.0,103.5,1,42.4,
2158,Heath Miller,2013,27.125,0.0,435.36708860759495,1,121.3,160.1
2159,Heath Miller,2014,32.0,0.0,551.934065934066,3,160.1,127.7
2161,Henry Krieger-Coble,2016,3.0,0.0,13.0,0,2.3,0.0
2164,Hunter Henry,2016,20.625,0.0,324.6792452830189,8,129.8,126.9
2165,Hunter Henry,2017,20.125,0.0,420.241935483871,4,126.9,0.0
2166,Hunter Henry,2018,0.0,0.0,0.0,0,0.0,150.2
2167,Hunter Henry,2019,18.75,0.0,471.8421052631579,5,150.2,145.3
2168,Hunter Henry,2020,22.75,0.0,395.48387096774195,4,145.3,164.3
2169,Hunter Henry,2021,27.0,0.0,402.0,9,164.3,103.9
2170,Hunter Henry,2022,28.0,0.0,353.7118644067797,2,103.9,119.9
2171,Hunter Henry,2023,23.88235294117647,0.0,288.4918032786885,6,119.9,
2172,Hunter Kampmoyer,2021,1.3529411764705883,0.0,0.0,0,0.0,0.0
2173,Hunter Kampmoyer,2023,1.4705882352941178,0.0,0.0,0,0.0,
2174,Hunter Long,2021,9.470588235294118,0.0,2.6666666666666665,0,1.8,0.0
2175,Hunter Long,2022,12.705882352941176,0.0,0.0,0,0.0,0.0
2176,Hunter Long,2023,5.882352941176471,0.0,0.0,0,0.0,
2183,Ian Thomas,2018,22.0,0.0,244.6530612244898,2,81.3,35.6
2184,Ian Thomas,2019,23.0,0.0,72.53333333333333,1,35.6,40.5
2185,Ian Thomas,2020,24.0,0.0,93.54838709677419,1,40.5,36.8
2186,Ian Thomas,2021,25.0,0.0,112.8,0,36.8,40.7
2187,Ian Thomas,2022,26.0,0.0,137.9,0,40.7,10.6
2188,Ian Thomas,2023,19.058823529411764,0.0,31.11111111111111,0,10.6,
2193,Irv Smith Jr.,2019,21.0,0.0,238.2127659574468,2,79.1,98.5
2194,Irv Smith Jr.,2020,17.875,0.0,254.65116279069767,5,98.5,55.2
2195,Irv Smith Jr.,2022,11.294117647058824,0.0,126.38888888888889,2,55.2,33.5
2196,Irv Smith Jr.,2023,17.647058823529413,0.0,79.61538461538461,1,33.5,
2198,Isaac Nauta,2019,8.25,0.0,8.666666666666666,0,3.3,1.3
2211,Isaiah Likely,2022,20.705882352941178,0.0,223.8,3,91.3,101.1
2212,Isaiah Likely,2023,23.0,0.0,308.25,5,101.1,
2241,J.P. Holtz,2019,24.375,0.0,79.625,0,16.1,0.0
2242,J.P. Holtz,2020,27.0,0.0,0.0,0,0.0,0.0
2243,J.P. Holtz,2021,21.41176470588235,0.0,0.0,0,0.0,0.0
2244,J.P. Holtz,2022,10.235294117647058,0.0,0.0,0,0.0,0.0
2245,J.P. Holtz,2023,1.7647058823529411,0.0,0.0,0,0.0,
2256,Jace Amaro,2014,19.25,0.0,247.35849056603774,2,84.5,8.9
2257,Jace Sternberger,2019,8.625,0.0,0.0,0,0.0,29.4
2258,Jack Doyle,2013,21.5625,0.0,13.571428571428571,0,6.9,41.8
2259,Jack Doyle,2014,24.0,0.0,96.54545454545455,2,41.8,25.2
2260,Jack Doyle,2015,25.0,0.0,61.714285714285715,1,25.2,145.4
2261,Jack Doyle,2016,26.0,0.0,459.41333333333336,5,145.4,169.0
2262,Jack Doyle,2017,25.3125,0.0,511.1111111111111,4,169.0,60.5
2263,Jack Doyle,2018,10.5,0.0,193.03030303030303,2,60.5,111.8
2264,Jack Doyle,2019,29.0,0.0,267.55555555555554,4,111.8,64.1
2265,Jack Doyle,2020,26.25,0.0,174.93939393939394,3,64.1,79.2
2266,Jack Stoll,2021,21.647058823529413,0.0,17.6,0,6.2,23.3
2267,Jack Stoll,2022,24.0,0.0,96.64285714285714,0,23.3,8.8
2268,Jack Stoll,2023,25.0,0.0,23.75,0,8.8,
2271,Jacob Harris,2021,12.705882352941176,0.0,0.0,0,0.0,1.6
2272,Jacob Harris,2022,10.294117647058824,0.0,6.0,0,1.6,0.0
2274,Jacob Hollister,2017,22.5,5.0,15.272727272727273,0,8.7,9.2
2275,Jacob Hollister,2018,12.5,0.0,41.6,0,9.2,93.9
2276,Jacob Hollister,2019,17.875,0.0,242.52542372881356,3,93.9,65.9
2277,Jacob Hollister,2020,27.0,0.0,130.625,3,65.9,20.5
2278,Jacob Hollister,2021,11.529411764705882,0.0,35.357142857142854,1,20.5,0.0
2279,Jacob Tamme,2013,28.0,0.0,147.2,1,44.4,34.9
2280,Jacob Tamme,2014,27.1875,0.0,54.5,2,34.9,130.7
2281,Jacob Tamme,2015,28.125,0.0,478.55555555555554,1,130.7,61.0
2297,Jaeden Graham,2019,24.0,0.0,134.1,1,29.9,5.5
2309,Jake Butt,2018,4.3125,0.0,52.30769230769231,0,16.5,2.5
2310,Jake Ferguson,2022,21.647058823529413,0.0,150.27272727272728,2,48.4,177.1
2311,Jake Ferguson,2023,24.0,0.0,529.7156862745098,5,177.1,
2320,Jake Stoneburner,2013,13.5,0.0,0.0,0,0.0,21.7
2392,James Casey,2013,27.1875,0.0,15.5,0,6.1,20.9
2393,James Casey,2014,30.0,0.0,59.0,2,20.9,0.0
2403,James Develin,2013,25.0,2.5,62.0,1,17.2,10.8
2404,James Develin,2014,26.0,1.6666666666666667,32.25,0,10.8,4.8
2405,James Develin,2016,28.0,0.0,9.0,0,4.8,9.8
2406,James Develin,2017,29.0,0.0,22.8,0,9.8,42.9
2407,James Develin,2018,30.0,1.3333333333333333,43.05882352941177,4,42.9,0.3
2408,James Hanna,2013,24.0,0.0,58.4,0,19.3,8.8
2409,James Hanna,2014,25.0,0.0,32.0,0,8.8,16.9
2410,James Hanna,2015,22.75,0.0,50.785714285714285,0,16.9,18.8
2413,James Mitchell,2022,18.941176470588236,0.0,113.0,1,28.3,4.8
2414,James Mitchell,2023,21.176470588235293,0.0,28.0,0,4.8,
2415,James O'Shaughnessy,2015,10.0625,0.0,58.0,0,14.7,1.9
2416,James O'Shaughnessy,2016,24.0,0.0,-0.6666666666666666,0,1.9,34.9
2417,James O'Shaughnessy,2017,25.0,0.0,86.91666666666667,1,34.9,45.4
2418,James O'Shaughnessy,2018,22.75,0.0,135.1578947368421,0,45.4,41.3
2419,James O'Shaughnessy,2019,8.4375,0.0,107.1,2,41.3,54.2
2420,James O'Shaughnessy,2020,26.25,0.0,193.05263157894737,0,54.2,50.4
2467,Jared Cook,2013,26.0,0.0,402.6,5,146.1,133.4
2468,Jared Cook,2014,27.0,0.0,333.010101010101,3,133.4,87.1
2469,Jared Cook,2015,28.0,0.0,250.12,0,87.1,71.7
2470,Jared Cook,2016,18.125,0.0,221.76470588235293,1,71.7,132.8
2471,Jared Cook,2017,30.0,0.0,432.0,2,132.8,193.6
2472,Jared Cook,2018,31.0,0.0,603.2475247524752,6,193.6,167.5
2473,Jared Cook,2019,28.0,0.0,466.38461538461536,9,167.5,127.4
2474,Jared Cook,2020,30.9375,0.0,310.8,7,127.4,132.4
2483,Jared Pinkney,2021,2.823529411764706,0.0,0.0,0,0.0,0.0
2518,Jason Croom,2018,22.5,0.0,162.8,2,55.9,7.3
2523,Jason Vander Laan,2017,6.25,0.0,0.0,0,0.0,0.0
2524,Jason Witten,2013,31.0,0.0,559.6666666666666,8,206.1,164.3
2525,Jason Witten,2014,32.0,0.0,499.9111111111111,5,164.3,164.3
2526,Jason Witten,2015,33.0,0.0,527.8942307692307,3,164.3,152.3
2527,Jason Witten,2016,34.0,0.0,488.81052631578945,3,152.3,147.0
2528,Jason Witten,2017,35.0,0.0,405.51724137931035,5,147.0,139.9
2529,Jason Witten,2019,37.0,0.0,401.5301204819277,4,139.9,31.9
2568,Je'Ron Hamm,2015,1.4375,0.0,0.0,0,0.0,3.3
2570,Jeff Cumberland,2013,24.375,0.0,258.7,4,89.8,65.7
2571,Jeff Cumberland,2014,27.0,0.0,120.87234042553192,3,65.7,12.7
2572,Jeff Cumberland,2015,26.25,0.0,27.5,0,12.7,2.2
2579,Jeff Heuerman,2016,18.0,0.0,74.6470588235294,0,23.1,35.2
2580,Jeff Heuerman,2017,21.875,0.0,60.857142857142854,2,35.2,71.1
2581,Jeff Heuerman,2018,17.875,0.0,181.47916666666666,2,71.1,31.4
2596,Jerell Adams,2016,19.5,0.0,92.95238095238095,1,34.2,17.2
2597,Jerell Adams,2017,25.0,0.0,66.9090909090909,0,17.2,0.0
2622,Jeremy Ruckert,2022,11.647058823529411,0.0,4.0,0,1.8,31.1
2623,Jeremy Ruckert,2023,20.294117647058822,0.0,109.81818181818181,0,31.1,
2624,Jeremy Sprinkle,2017,15.8125,0.0,8.666666666666666,1,9.3,15.1
2625,Jeremy Sprinkle,2018,24.0,0.0,22.77777777777778,1,15.1,56.1
2626,Jeremy Sprinkle,2019,25.0,0.0,156.65,1,56.1,1.6
2627,Jeremy Sprinkle,2020,26.0,0.0,2.0,0,1.6,6.1
2637,Jermaine Gresham,2013,21.875,0.0,309.8235294117647,4,109.8,138.0
2638,Jermaine Gresham,2014,24.375,0.0,361.0126582278481,5,138.0,46.3
2639,Jermaine Gresham,2015,25.3125,0.0,125.4375,1,46.3,88.1
2640,Jermaine Gresham,2016,28.0,0.0,237.1639344262295,2,88.1,77.2
2641,Jermaine Gresham,2017,25.375,0.0,231.0,2,77.2,16.4
2647,Jerome Cunningham,2015,13.5,0.0,29.5,0,13.9,0.0
2648,Jerome Cunningham,2018,5.0625,0.0,0.0,0,0.0,0.0
2662,Jesper Horsted,2019,8.25,0.0,69.6,1,20.7,16.1
2663,Jesper Horsted,2021,9.882352941176471,0.0,14.0,2,16.1,4.9
2664,Jesper Horsted,2022,22.058823529411764,0.0,14.25,0,4.9,1.4
2665,Jesper Horsted,2023,19.88235294117647,0.0,4.0,0,1.4,
2666,Jesse James,2015,10.5,0.0,40.72727272727273,1,21.6,90.8
2667,Jesse James,2016,22.0,0.0,219.7,3,90.8,98.2
2668,Jesse James,2017,23.0,0.0,253.9047619047619,3,98.2,84.3
2669,Jesse James,2018,24.0,0.0,325.38461538461536,2,84.3,30.2
2670,Jesse James,2019,25.0,0.0,84.14814814814815,0,30.2,38.9
2671,Jesse James,2020,26.0,0.0,82.0909090909091,2,38.9,19.2
2672,Jesse James,2021,22.235294117647058,0.0,54.25,1,19.2,0.0
2673,Jim Dray,2013,27.0,0.0,174.6875,2,57.5,47.2
2674,Jim Dray,2014,28.0,0.0,152.37037037037038,1,47.2,12.1
2675,Jim Dray,2015,29.0,0.0,22.875,0,12.1,0.0
2676,Jim Dray,2016,11.25,0.0,0.0,0,0.0,0.0
2688,Jimmy Graham,2013,27.0,0.0,735.8450704225352,16,303.5,229.9
2689,Jimmy Graham,2014,28.0,0.0,604.52,10,229.9,120.5
2690,Jimmy Graham,2015,19.9375,0.0,392.43243243243245,2,120.5,189.3
2691,Jimmy Graham,2016,30.0,0.0,631.5263157894736,6,189.3,171.0
2692,Jimmy Graham,2017,31.0,0.0,308.75,10,171.0,130.6
2693,Jimmy Graham,2018,32.0,0.0,393.03370786516854,2,130.6,100.7
2694,Jimmy Graham,2019,33.0,0.0,283.1,3,100.7,143.6
2695,Jimmy Graham,2020,34.0,0.0,300.0,8,143.6,50.7
2696,Jimmy Graham,2021,30.88235294117647,0.0,101.65217391304348,3,50.7,33.9
2697,Jimmy Graham,2023,28.294117647058822,0.0,33.42857142857143,4,33.9,
2698,Jody Fortson,2021,9.176470588235293,0.0,47.0,2,21.7,29.8
2733,John Bates,2021,24.0,0.0,199.2,1,50.9,30.8
2734,John Bates,2022,23.529411764705884,0.0,68.72727272727273,1,30.8,34.1
2735,John Bates,2023,26.0,0.0,102.46428571428571,0,34.1,
2745,John Carlson,2013,23.5625,0.0,229.33333333333334,1,70.4,76.0
2747,John FitzPatrick,2023,12.176470588235293,0.0,12.0,0,2.2,
2757,John Phillips,2013,24.375,0.0,20.0,0,7.0,7.1
2758,John Phillips,2014,27.0,0.0,1.0,1,7.1,22.9
2759,John Phillips,2015,28.0,0.0,62.72727272727273,1,22.9,23.2
2760,John Phillips,2016,29.0,0.0,48.0,1,23.2,0.0
2761,John Phillips,2017,1.875,0.0,0.0,0,0.0,6.8
2775,Johnny Mundt,2017,2.875,0.0,0.0,0,0.0,1.5
2776,Johnny Mundt,2018,15.0,0.0,5.0,0,1.5,6.6
2777,Johnny Mundt,2019,20.3125,0.0,14.857142857142858,0,6.6,9.3
2778,Johnny Mundt,2020,26.0,0.0,53.0,0,9.3,1.9
2779,Johnny Mundt,2021,9.529411764705882,0.0,9.0,0,1.9,39.0
2780,Johnny Mundt,2022,28.0,0.0,126.66666666666667,1,39.0,40.2
2781,Johnny Mundt,2023,29.0,0.0,127.1304347826087,1,40.2,
2816,Jonnu Smith,2017,22.0,0.0,94.2,2,45.7,63.8
2817,Jonnu Smith,2018,18.6875,0.0,172.0,3,63.8,104.7
2818,Jonnu Smith,2019,24.0,19.5,349.20454545454544,3,104.7,140.2
2819,Jonnu Smith,2020,23.4375,2.0,282.5846153846154,9,140.2,67.4
2820,Jonnu Smith,2021,24.470588235294116,4.444444444444445,182.93333333333334,1,67.4,52.0
2821,Jonnu Smith,2022,22.235294117647058,5.0,174.07894736842104,0,52.0,124.2
2822,Jonnu Smith,2023,28.0,0.0,415.7142857142857,3,124.2,
2824,Jordan Akins,2018,26.0,0.0,153.0,0,39.5,89.8
2825,Jordan Akins,2019,27.0,0.0,273.6,2,89.8,83.7
2826,Jordan Akins,2020,22.75,4.0,304.3061224489796,1,83.7,41.7
2827,Jordan Akins,2021,22.176470588235293,3.0,155.63636363636363,0,41.7,116.5
2828,Jordan Akins,2022,26.470588235294116,0.0,339.1666666666667,5,116.5,28.2
2829,Jordan Akins,2023,31.0,0.0,86.08695652173913,0,28.2,
2830,Jordan Cameron,2013,23.4375,0.0,621.6949152542373,7,213.7,78.4
2831,Jordan Cameron,2014,16.25,0.0,212.0,2,78.4,91.6
2832,Jordan Cameron,2015,27.0,0.0,193.0,3,91.6,20.0
2833,Jordan Franks,2018,8.25,0.0,24.666666666666668,0,5.7,0.0
2853,Jordan Matthews,2023,1.8235294117647058,0.0,0.0,0,0.0,
2856,Jordan Reed,2013,12.9375,18.0,380.59322033898303,3,114.7,94.5
2857,Jordan Reed,2014,16.5,0.0,357.6923076923077,0,94.5,244.2
2858,Jordan Reed,2015,21.875,0.0,726.5263157894736,11,244.2,168.6
2859,Jordan Reed,2016,19.5,0.0,508.7191011235955,6,168.6,60.1
2860,Jordan Reed,2017,10.125,0.0,162.77142857142857,2,60.1,119.8
2861,Jordan Reed,2018,22.75,0.0,358.7142857142857,2,119.8,73.1
2864,Jordan Thomas,2018,22.0,0.0,159.25925925925927,4,65.5,1.8
2865,Jordan Thomas,2019,7.1875,0.0,2.6666666666666665,0,1.8,7.3
2878,Jorvorskie Lane,2014,15.1875,19.333333333333332,3.0,0,7.1,3.3
2879,Joseph Fauria,2013,23.0,0.0,124.2,7,82.7,21.4
2912,Josh Hill,2013,20.125,-8.0,26.4,1,15.6,61.6
2913,Josh Hill,2014,24.0,0.0,123.2,5,61.6,40.0
2914,Josh Hill,2015,25.0,0.0,64.0,2,40.0,35.9
2915,Josh Hill,2016,14.625,0.0,101.5909090909091,1,35.9,29.7
2916,Josh Hill,2017,27.0,-8.0,90.9090909090909,1,29.7,40.5
